,Age,Workclass,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country
109,42.0,4,9.0,2,6,4,4,1,0.0,0.0,40.0,39
110,24.0,4,13.0,4,12,2,4,1,0.0,0.0,40.0,39
111,38.0,4,15.0,2,10,4,4,1,0.0,0.0,40.0,39
112,56.0,6,9.0,2,8,4,4,1,0.0,1887.0,50.0,2
113,28.0,4,10.0,2,12,5,4,0,4064.0,0.0,25.0,39
114,36.0,4,9.0,4,7,3,4,0,0.0,0.0,40.0,39
115,53.0,4,5.0,2,6,4,4,1,0.0,0.0,50.0,39
116,56.0,5,10.0,2,12,4,4,1,0.0,0.0,50.0,39
117,49.0,2,11.0,2,3,4,2,1,0.0,0.0,40.0,39
118,55.0,4,10.0,2,12,4,4,1,0.0,0.0,56.0,39
119,22.0,4,9.0,4,3,0,4,1,0.0,0.0,41.0,39
120,21.0,4,10.0,4,8,3,4,0,0.0,0.0,40.0,39
121,40.0,4,13.0,2,4,4,4,1,0.0,0.0,60.0,39
122,30.0,4,13.0,4,4,3,2,1,0.0,0.0,40.0,11
123,29.0,7,13.0,2,10,4,4,1,0.0,0.0,50.0,39
124,19.0,4,10.0,4,8,3,2,1,0.0,0.0,35.0,39
125,47.0,4,13.0,2,4,5,4,0,0.0,0.0,40.0,39
126,20.0,4,10.0,4,1,3,4,0,0.0,1719.0,28.0,39
127,31.0,4,12.0,2,1,4,4,1,0.0,0.0,40.0,39
128,35.0,0,9.0,2,0,4,4,1,0.0,0.0,40.0,39
129,39.0,4,10.0,0,3,0,4,1,0.0,0.0,40.0,39
130,28.0,4,12.0,4,12,0,4,0,0.0,0.0,60.0,39
131,24.0,4,9.0,4,8,0,4,0,0.0,1762.0,40.0,39
132,38.0,6,9.0,2,3,4,4,1,4386.0,0.0,35.0,39
133,37.0,4,13.0,2,12,4,4,1,0.0,0.0,50.0,39
134,46.0,4,12.0,0,13,0,2,0,0.0,0.0,36.0,39
135,38.0,1,14.0,2,10,4,4,1,0.0,0.0,40.0,20
136,43.0,6,9.0,2,3,4,4,1,0.0,0.0,60.0,39
137,27.0,4,11.0,2,1,5,4,0,0.0,0.0,35.0,39
138,20.0,4,10.0,4,12,3,4,1,0.0,0.0,20.0,39
139,49.0,4,10.0,2,3,4,1,1,0.0,0.0,40.0,39
140,61.0,5,9.0,2,3,4,4,1,0.0,0.0,40.0,39
141,27.0,4,10.0,4,12,3,4,0,0.0,0.0,40.0,39
142,19.0,4,10.0,4,8,3,4,1,0.0,0.0,30.0,26
143,45.0,4,11.0,4,10,0,4,0,0.0,1564.0,40.0,39
144,70.0,4,10.0,4,13,2,4,1,0.0,0.0,40.0,39
145,31.0,4,9.0,4,14,1,2,0,0.0,0.0,30.0,39
146,22.0,4,10.0,2,8,4,4,1,0.0,0.0,24.0,39
147,36.0,4,9.0,6,8,1,4,0,0.0,0.0,24.0,39
148,64.0,4,7.0,2,3,4,4,1,0.0,2179.0,40.0,39
149,43.0,0,10.0,0,0,0,4,0,0.0,0.0,40.0,39
150,47.0,2,10.0,0,1,1,4,0,0.0,0.0,38.0,26
151,34.0,4,9.0,4,1,0,4,0,0.0,0.0,40.0,39
152,33.0,4,13.0,4,4,2,1,0,0.0,0.0,40.0,30
153,21.0,4,9.0,4,3,3,4,1,0.0,0.0,35.0,39
154,52.0,0,9.0,0,0,0,4,1,0.0,0.0,45.0,39
155,48.0,4,9.0,2,3,4,4,1,0.0,0.0,46.0,39
156,23.0,4,13.0,4,6,0,4,1,0.0,0.0,40.0,39
157,71.0,6,10.0,5,12,1,2,1,0.0,1816.0,2.0,39
158,29.0,4,9.0,0,3,0,4,1,0.0,0.0,60.0,39
159,42.0,4,13.0,5,8,2,2,1,0.0,0.0,50.0,39
160,68.0,0,2.0,0,0,0,4,0,0.0,0.0,20.0,39
161,25.0,4,9.0,4,8,1,4,0,0.0,0.0,40.0,39
162,44.0,5,14.0,0,4,1,1,0,0.0,0.0,40.0,39
163,28.0,4,9.0,4,4,0,1,0,0.0,0.0,40.0,9
164,45.0,6,14.0,2,12,4,4,1,0.0,0.0,40.0,39
165,36.0,4,10.0,0,8,1,4,0,0.0,0.0,40.0,26
166,39.0,1,12.0,4,4,0,4,1,0.0,0.0,42.0,39
167,46.0,7,14.0,6,11,1,4,1,0.0,0.0,40.0,39
168,18.0,4,7.0,4,6,3,4,1,0.0,0.0,16.0,39
169,66.0,2,11.0,6,10,0,4,0,0.0,0.0,20.0,39
170,27.0,4,9.0,4,8,0,4,1,0.0,1980.0,40.0,39
171,28.0,7,9.0,2,11,4,4,1,0.0,0.0,40.0,39
172,51.0,4,10.0,2,12,4,4,1,0.0,1977.0,40.0,39
173,27.0,4,13.0,4,3,0,4,1,0.0,0.0,50.0,39
174,28.0,7,13.0,2,10,4,4,1,0.0,0.0,40.0,39
175,27.0,4,9.0,3,12,1,4,0,0.0,0.0,25.0,39
176,21.0,4,9.0,4,3,3,2,1,0.0,0.0,40.0,39
177,34.0,4,9.0,4,6,0,2,1,0.0,0.0,40.0,39
178,18.0,4,9.0,4,8,3,4,1,0.0,0.0,12.0,39
179,33.0,4,13.0,2,10,4,4,1,0.0,0.0,65.0,39
180,44.0,2,10.0,2,4,4,2,1,0.0,0.0,38.0,39
181,43.0,4,10.0,0,1,0,4,0,0.0,0.0,40.0,39
182,30.0,4,10.0,4,3,0,2,1,0.0,0.0,45.0,39
183,40.0,4,4.0,2,7,4,4,1,0.0,0.0,40.0,26
184,37.0,1,10.0,2,1,4,4,1,0.0,0.0,42.0,39
185,34.0,4,9.0,2,1,4,2,1,0.0,0.0,40.0,39
186,41.0,6,13.0,0,4,0,4,0,0.0,0.0,40.0,39
187,53.0,0,13.0,0,0,0,4,0,0.0,0.0,50.0,39
188,31.0,4,14.0,2,10,5,4,0,0.0,0.0,50.0,39
189,58.0,7,16.0,2,10,4,4,1,0.0,0.0,1.0,39
190,38.0,4,10.0,0,7,0,2,0,0.0,0.0,28.0,39
191,24.0,4,10.0,2,7,4,4,1,0.0,0.0,40.0,39
192,41.0,2,13.0,2,3,4,2,1,0.0,0.0,40.0,39
193,47.0,4,10.0,2,13,4,4,1,0.0,0.0,45.0,39
194,41.0,1,13.0,2,13,4,4,1,0.0,0.0,24.0,39
195,23.0,4,3.0,2,14,2,4,1,0.0,0.0,40.0,26
196,36.0,4,10.0,0,3,0,4,1,0.0,0.0,40.0,39
197,40.0,1,14.0,4,4,0,4,0,14084.0,0.0,55.0,39
198,35.0,4,14.0,2,10,2,4,1,7298.0,0.0,40.0,39
199,24.0,6,9.0,4,12,0,4,1,0.0,0.0,40.0,39
200,26.0,4,14.0,4,10,0,4,0,0.0,1876.0,40.0,39
201,19.0,0,9.0,4,0,3,4,1,0.0,0.0,40.0,22
202,51.0,4,13.0,2,4,4,4,1,0.0,0.0,50.0,39
203,42.0,2,10.0,4,10,0,4,0,0.0,1340.0,40.0,39
204,37.0,7,9.0,0,1,1,4,0,0.0,0.0,35.0,39
205,18.0,4,7.0,4,12,3,4,0,0.0,0.0,40.0,39
206,36.0,4,13.0,2,8,4,2,1,7298.0,0.0,36.0,39
207,35.0,4,9.0,0,3,0,4,1,0.0,0.0,60.0,39
208,58.0,5,9.0,2,12,5,4,0,15024.0,0.0,35.0,39
209,17.0,4,7.0,4,12,3,4,0,0.0,0.0,12.0,39
210,44.0,2,9.0,2,14,4,2,1,0.0,0.0,40.0,39
211,37.0,4,9.0,2,3,4,4,1,0.0,0.0,40.0,39
212,35.0,4,10.0,4,12,0,0,0,0.0,0.0,40.0,39
213,60.0,4,9.0,2,3,4,1,1,0.0,0.0,40.0,39
214,54.0,5,4.0,2,7,4,4,1,0.0,0.0,40.0,39
215,37.0,4,13.0,4,4,0,2,1,0.0,0.0,60.0,39
216,50.0,4,12.0,0,12,0,4,0,0.0,0.0,40.0,39
217,38.0,4,13.0,2,12,4,4,1,0.0,0.0,50.0,31
218,45.0,4,13.0,2,10,4,4,1,0.0,0.0,55.0,39
219,25.0,4,6.0,4,3,0,4,1,0.0,0.0,40.0,39
220,31.0,4,10.0,2,6,4,4,1,0.0,0.0,40.0,39
221,64.0,0,2.0,0,0,0,4,1,0.0,0.0,40.0,39
222,90.0,4,9.0,4,8,0,2,1,0.0,2206.0,40.0,39
223,54.0,4,9.0,2,1,4,2,1,0.0,0.0,20.0,39
224,53.0,2,1.0,4,7,0,4,0,0.0,0.0,35.0,39
225,18.0,4,9.0,4,12,3,4,0,0.0,0.0,40.0,39
226,60.0,0,6.0,0,0,0,0,0,0.0,0.0,10.0,39
227,66.0,6,9.0,2,5,4,4,1,1409.0,0.0,50.0,39
228,75.0,4,11.0,6,1,0,4,0,0.0,0.0,20.0,4
229,65.0,4,9.0,0,1,0,4,0,0.0,0.0,40.0,39
230,35.0,4,7.0,5,14,0,2,1,3674.0,0.0,40.0,39
231,41.0,4,9.0,0,12,1,2,0,0.0,0.0,38.0,39
232,25.0,4,10.0,4,1,0,4,1,0.0,0.0,42.0,39
233,33.0,4,10.0,0,3,2,3,0,0.0,0.0,40.0,39
234,28.0,4,15.0,4,10,0,4,1,0.0,0.0,55.0,39
235,59.0,7,9.0,2,8,4,4,1,0.0,0.0,40.0,39
236,40.0,7,10.0,4,1,0,4,0,0.0,0.0,38.0,39
237,41.0,4,13.0,2,4,4,4,1,0.0,0.0,50.0,20
238,38.0,2,14.0,2,4,4,4,1,0.0,0.0,70.0,39
239,23.0,4,9.0,4,14,3,4,1,0.0,0.0,40.0,39
240,40.0,4,13.0,2,10,4,4,1,0.0,0.0,40.0,39
241,41.0,6,9.0,2,8,5,4,0,0.0,0.0,20.0,39
242,24.0,7,12.0,2,11,4,4,1,0.0,0.0,50.0,39
243,20.0,0,10.0,4,0,3,4,1,0.0,0.0,20.0,39
244,38.0,4,10.0,0,3,0,4,1,0.0,1741.0,40.0,39
245,56.0,4,9.0,2,1,4,4,1,0.0,0.0,35.0,0
246,58.0,4,9.0,2,1,4,4,1,0.0,0.0,45.0,39
247,32.0,4,9.0,4,8,0,4,0,0.0,0.0,34.0,39
248,40.0,4,12.0,2,13,4,4,1,0.0,1977.0,60.0,39
249,45.0,4,9.0,2,1,4,4,1,0.0,0.0,40.0,0
250,41.0,4,15.0,2,10,5,4,0,0.0,0.0,40.0,39
251,42.0,4,13.0,2,1,5,2,0,0.0,0.0,40.0,39
252,59.0,2,6.0,6,8,1,2,0,0.0,0.0,30.0,39
253,19.0,2,10.0,4,1,3,4,1,0.0,0.0,40.0,39
254,58.0,4,10.0,4,14,0,4,1,0.0,0.0,20.0,39
255,42.0,6,9.0,2,5,4,1,1,0.0,0.0,40.0,1
256,20.0,4,9.0,4,8,3,4,0,0.0,0.0,40.0,39
257,32.0,4,9.0,5,8,0,4,0,0.0,0.0,30.0,39
258,45.0,4,11.0,6,4,0,4,0,0.0,0.0,45.0,39
259,50.0,4,4.0,0,3,0,4,1,0.0,0.0,40.0,39
260,36.0,4,13.0,0,10,3,4,0,0.0,0.0,40.0,39
261,45.0,4,9.0,2,12,4,4,1,0.0,0.0,60.0,39
262,17.0,4,7.0,4,8,3,4,1,0.0,0.0,12.0,39
263,59.0,4,10.0,2,12,4,4,1,4064.0,0.0,40.0,39
264,26.0,4,7.0,2,3,4,4,1,0.0,0.0,40.0,39
265,37.0,5,10.0,2,4,4,1,1,0.0,0.0,75.0,37
266,19.0,0,10.0,4,0,3,4,1,0.0,0.0,24.0,2
267,64.0,4,9.0,2,4,4,4,1,0.0,0.0,40.0,39
268,33.0,4,13.0,4,10,0,4,0,0.0,0.0,45.0,39
269,33.0,4,9.0,2,3,5,4,0,0.0,0.0,40.0,39
270,61.0,4,9.0,2,4,4,4,1,0.0,0.0,40.0,39
271,17.0,4,5.0,4,8,3,4,1,1055.0,0.0,24.0,39
272,50.0,6,14.0,2,5,4,4,1,2407.0,0.0,98.0,39
273,27.0,2,14.0,4,10,3,4,1,0.0,0.0,35.0,39
274,30.0,4,9.0,0,10,3,4,0,0.0,0.0,40.0,39
275,43.0,4,9.0,2,6,4,2,1,0.0,0.0,40.0,39
276,44.0,4,10.0,2,3,4,4,1,7298.0,0.0,40.0,39
277,35.0,4,10.0,4,4,0,4,0,0.0,0.0,40.0,39
278,25.0,4,10.0,4,13,3,4,0,0.0,0.0,40.0,39
279,24.0,4,10.0,2,7,5,4,0,7298.0,0.0,48.0,39
280,22.0,4,13.0,4,10,0,4,0,0.0,0.0,15.0,11
281,42.0,2,10.0,2,3,4,4,1,5178.0,0.0,40.0,39
282,34.0,4,12.0,0,12,1,2,0,0.0,0.0,45.0,39
283,60.0,4,13.0,0,10,0,4,0,0.0,0.0,42.0,39
284,21.0,4,9.0,4,6,3,4,1,0.0,0.0,40.0,39
285,57.0,1,14.0,2,12,4,4,1,15024.0,0.0,40.0,39
286,41.0,4,15.0,2,10,4,4,1,0.0,0.0,60.0,39
287,50.0,4,10.0,0,8,0,4,1,0.0,0.0,45.0,39
288,25.0,4,13.0,4,4,0,4,0,0.0,0.0,40.0,39
289,50.0,4,4.0,2,3,4,4,1,0.0,0.0,40.0,7
290,36.0,4,13.0,2,10,4,4,1,0.0,0.0,45.0,39
291,31.0,4,9.0,0,10,0,4,0,0.0,0.0,40.0,39
292,29.0,2,13.0,4,11,0,4,1,0.0,0.0,56.0,39
293,21.0,4,10.0,4,12,3,4,1,0.0,0.0,45.0,39
294,27.0,4,13.0,4,13,1,2,0,0.0,0.0,40.0,39
295,65.0,4,9.0,2,14,4,4,1,0.0,0.0,16.0,39
296,37.0,5,13.0,0,12,0,4,0,0.0,0.0,60.0,39
297,39.0,0,14.0,2,0,5,1,0,3464.0,0.0,40.0,0
298,24.0,4,9.0,4,3,3,4,1,0.0,0.0,40.0,39
299,38.0,4,9.0,0,12,0,4,1,0.0,0.0,80.0,39
300,48.0,4,13.0,2,1,4,4,1,7688.0,0.0,40.0,39
301,21.0,4,10.0,4,8,0,1,0,0.0,0.0,25.0,39
302,31.0,4,9.0,2,14,4,4,1,0.0,0.0,45.0,39
303,55.0,4,9.0,2,12,4,4,1,4386.0,0.0,40.0,39
304,24.0,4,10.0,2,1,5,1,0,0.0,0.0,40.0,25
305,43.0,4,9.0,0,1,0,4,0,0.0,0.0,40.0,39
306,26.0,4,12.0,4,13,0,4,1,0.0,0.0,45.0,39
307,46.0,4,12.0,4,10,0,4,0,0.0,0.0,33.0,39
308,35.0,4,12.0,2,1,4,4,1,0.0,0.0,40.0,39
309,41.0,5,10.0,2,5,4,4,1,0.0,0.0,54.0,39
310,26.0,4,13.0,4,12,0,4,1,0.0,0.0,40.0,39
311,34.0,4,14.0,2,4,4,1,1,7298.0,0.0,35.0,36
312,19.0,0,10.0,4,0,3,2,0,0.0,0.0,25.0,39
313,36.0,6,13.0,0,10,0,2,0,0.0,0.0,40.0,39
314,22.0,4,10.0,4,12,3,4,1,0.0,0.0,15.0,39
315,24.0,4,10.0,4,7,0,4,1,0.0,0.0,40.0,39
316,77.0,6,10.0,2,12,4,4,1,0.0,0.0,40.0,39
317,22.0,4,3.0,2,7,2,4,0,0.0,0.0,40.0,26
318,29.0,4,10.0,4,13,0,4,0,0.0,0.0,40.0,39
319,62.0,4,9.0,6,8,0,4,0,0.0,0.0,24.0,39
320,39.0,6,9.0,2,4,4,4,1,0.0,0.0,40.0,39
321,43.0,4,10.0,2,3,4,4,1,0.0,1485.0,50.0,39
322,35.0,4,9.0,0,14,0,4,1,0.0,0.0,45.0,39
323,29.0,4,7.0,4,4,0,4,0,0.0,0.0,40.0,39
324,76.0,6,14.0,2,3,4,4,1,0.0,0.0,10.0,39
325,63.0,6,9.0,2,5,4,4,1,0.0,0.0,45.0,39
326,23.0,0,11.0,4,0,3,2,0,0.0,0.0,15.0,39
327,43.0,4,10.0,2,10,5,4,0,0.0,1887.0,50.0,39
328,58.0,6,9.0,2,6,4,4,1,0.0,0.0,40.0,39
329,66.0,4,9.0,4,14,0,4,1,2050.0,0.0,55.0,39
330,41.0,4,10.0,4,3,0,2,1,0.0,0.0,45.0,39
331,26.0,4,13.0,4,1,0,4,1,0.0,0.0,40.0,39
332,47.0,4,11.0,4,8,0,4,1,0.0,0.0,40.0,39
333,55.0,2,6.0,2,1,4,4,1,0.0,0.0,40.0,39
334,53.0,4,9.0,2,14,4,4,1,0.0,0.0,40.0,39
335,17.0,4,3.0,4,8,2,4,1,0.0,0.0,48.0,26
336,30.0,4,9.0,4,3,2,4,1,0.0,0.0,40.0,39
337,49.0,4,14.0,4,10,0,4,1,0.0,0.0,60.0,39
338,19.0,4,9.0,4,12,1,2,1,0.0,0.0,30.0,14
339,45.0,4,9.0,2,8,4,2,1,0.0,0.0,40.0,39
340,26.0,4,12.0,4,12,0,4,1,0.0,0.0,40.0,39
341,38.0,4,11.0,2,3,4,4,1,7298.0,0.0,40.0,39
342,36.0,7,9.0,2,11,4,4,1,7298.0,0.0,40.0,39
343,33.0,4,9.0,4,5,0,4,1,0.0,0.0,20.0,39
344,22.0,7,10.0,4,11,3,2,0,0.0,0.0,40.0,39
345,43.0,6,13.0,4,12,0,4,1,0.0,0.0,42.0,39
346,67.0,0,7.0,2,0,4,4,1,0.0,0.0,8.0,39
347,30.0,0,11.0,0,0,1,4,0,0.0,0.0,40.0,39
348,56.0,4,12.0,3,8,0,4,1,0.0,0.0,25.0,20
349,31.0,4,13.0,4,10,3,4,1,0.0,0.0,25.0,39
350,33.0,4,13.0,2,4,4,4,1,0.0,0.0,40.0,39
351,26.0,4,9.0,2,8,4,4,1,0.0,0.0,40.0,39
352,33.0,4,13.0,2,4,4,4,1,0.0,0.0,40.0,39
353,46.0,2,7.0,2,14,4,4,1,0.0,0.0,30.0,39
354,59.0,0,13.0,2,0,4,4,1,0.0,0.0,40.0,39
355,38.0,1,9.0,2,1,4,4,1,0.0,0.0,40.0,39
356,65.0,4,7.0,6,8,1,3,1,0.0,0.0,40.0,39
357,40.0,4,11.0,2,13,4,4,1,0.0,0.0,40.0,39
358,42.0,4,9.0,2,1,5,4,0,0.0,0.0,35.0,39
359,26.0,6,5.0,2,3,4,4,1,0.0,0.0,40.0,32
360,36.0,4,6.0,2,8,5,4,0,0.0,0.0,24.0,39
361,62.0,4,14.0,2,10,4,4,1,0.0,0.0,40.0,39
362,43.0,4,13.0,2,14,4,4,1,0.0,0.0,45.0,39
363,43.0,4,13.0,0,4,0,4,1,0.0,1564.0,45.0,39
364,22.0,4,9.0,3,12,0,4,1,0.0,0.0,55.0,39
365,28.0,4,9.0,2,3,4,4,1,0.0,0.0,40.0,39
366,56.0,6,10.0,2,12,4,4,1,0.0,0.0,45.0,39
367,22.0,4,12.0,4,12,0,4,0,0.0,0.0,15.0,39
368,57.0,4,13.0,0,4,0,4,0,0.0,0.0,45.0,39
369,39.0,4,9.0,0,12,1,4,0,0.0,0.0,40.0,39
370,26.0,1,10.0,4,1,1,4,0,0.0,0.0,15.0,39
371,17.0,4,7.0,4,8,3,4,1,0.0,0.0,10.0,39
372,40.0,7,11.0,2,7,4,4,1,0.0,0.0,38.0,39
373,45.0,4,9.0,2,7,4,2,1,0.0,0.0,40.0,39
374,44.0,4,9.0,4,3,0,2,1,0.0,0.0,40.0,39
375,20.0,2,10.0,4,1,3,4,0,0.0,0.0,10.0,39
376,33.0,4,9.0,2,3,5,4,0,0.0,0.0,40.0,39
377,23.0,4,10.0,4,12,0,4,1,0.0,0.0,40.0,39
378,46.0,6,14.0,0,4,0,4,1,0.0,0.0,30.0,39
379,38.0,4,9.0,2,12,4,4,1,0.0,0.0,50.0,39
380,54.0,4,9.0,0,14,0,4,1,0.0,0.0,40.0,39
381,46.0,4,3.0,0,3,0,4,0,0.0,2339.0,45.0,39
382,25.0,4,10.0,2,3,4,4,1,0.0,0.0,40.0,39
383,46.0,4,10.0,0,12,0,4,0,0.0,0.0,40.0,39
