Income>50K,a,Age,Workclass,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country
0,18911.0,52.0,4.0,9.0,2.0,12.0,4.0,4.0,1.0,0.0,0.0,36.0,39.0
0,16718.0,20.0,4.0,10.0,4.0,6.0,3.0,4.0,1.0,0.0,0.0,40.0,39.0
0,6835.0,39.0,2.0,14.0,0.0,10.0,1.0,4.0,0.0,0.0,0.0,40.0,39.0
0,17524.0,26.0,1.0,13.0,4.0,13.0,0.0,3.0,1.0,0.0,0.0,60.0,39.0
0,27764.0,38.0,6.0,13.0,2.0,5.0,4.0,4.0,1.0,0.0,0.0,99.0,39.0
0,30364.0,49.0,1.0,10.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,50.0,39.0
0,6525.0,26.0,4.0,10.0,4.0,12.0,0.0,4.0,1.0,0.0,0.0,40.0,39.0
0,23369.0,28.0,4.0,15.0,4.0,10.0,0.0,2.0,1.0,0.0,0.0,50.0,39.0
0,20968.0,19.0,4.0,9.0,4.0,6.0,3.0,4.0,1.0,0.0,0.0,40.0,39.0
1,2377.0,54.0,4.0,9.0,2.0,7.0,4.0,4.0,1.0,0.0,0.0,40.0,9.0
0,3057.0,69.0,2.0,6.0,2.0,4.0,4.0,4.0,1.0,0.0,0.0,20.0,39.0
0,11241.0,46.0,4.0,9.0,4.0,3.0,3.0,4.0,1.0,0.0,0.0,40.0,39.0
0,8958.0,32.0,6.0,9.0,2.0,5.0,4.0,4.0,1.0,4064.0,0.0,40.0,39.0
0,12342.0,22.0,4.0,9.0,4.0,13.0,0.0,4.0,0.0,0.0,0.0,40.0,39.0
1,875.0,41.0,4.0,13.0,2.0,4.0,4.0,4.0,1.0,0.0,0.0,60.0,39.0
0,27716.0,39.0,4.0,13.0,2.0,1.0,4.0,4.0,1.0,0.0,0.0,45.0,39.0
0,10917.0,30.0,5.0,10.0,2.0,4.0,4.0,4.0,1.0,0.0,0.0,70.0,39.0
0,8155.0,32.0,4.0,9.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,40.0,39.0
0,13771.0,20.0,4.0,9.0,4.0,1.0,3.0,4.0,1.0,0.0,0.0,40.0,39.0
0,19685.0,39.0,4.0,6.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,15797.0,21.0,4.0,5.0,4.0,8.0,3.0,4.0,0.0,0.0,0.0,50.0,26.0
0,21981.0,43.0,4.0,13.0,2.0,7.0,4.0,2.0,1.0,0.0,0.0,40.0,39.0
0,7899.0,46.0,4.0,10.0,2.0,14.0,4.0,4.0,1.0,0.0,0.0,58.0,39.0
0,15967.0,24.0,4.0,9.0,2.0,11.0,4.0,1.0,1.0,0.0,0.0,40.0,37.0
0,6144.0,57.0,4.0,9.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,40.0,39.0
0,24705.0,38.0,4.0,11.0,2.0,12.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,24508.0,33.0,4.0,9.0,2.0,7.0,4.0,4.0,1.0,0.0,0.0,48.0,39.0
0,1604.0,46.0,7.0,9.0,2.0,13.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,14809.0,55.0,4.0,9.0,6.0,8.0,0.0,4.0,0.0,2202.0,0.0,35.0,22.0
0,5467.0,31.0,4.0,10.0,4.0,1.0,2.0,4.0,1.0,0.0,0.0,40.0,39.0
0,13587.0,58.0,7.0,5.0,2.0,5.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,29212.0,26.0,4.0,10.0,4.0,6.0,2.0,2.0,1.0,0.0,0.0,40.0,0.0
0,25060.0,22.0,0.0,10.0,2.0,0.0,5.0,4.0,0.0,3781.0,0.0,35.0,39.0
0,15828.0,61.0,4.0,4.0,3.0,7.0,0.0,4.0,1.0,0.0,0.0,40.0,13.0
0,30607.0,35.0,4.0,10.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,22795.0,25.0,0.0,9.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,40.0,39.0
0,25533.0,33.0,2.0,9.0,2.0,8.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,13417.0,18.0,4.0,7.0,4.0,4.0,3.0,4.0,0.0,0.0,0.0,20.0,39.0
0,27473.0,25.0,4.0,11.0,4.0,1.0,0.0,4.0,0.0,4865.0,0.0,40.0,39.0
0,7827.0,29.0,6.0,10.0,0.0,3.0,0.0,4.0,1.0,2202.0,0.0,50.0,39.0
0,10223.0,27.0,6.0,9.0,2.0,12.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,28514.0,51.0,4.0,13.0,5.0,1.0,1.0,4.0,0.0,0.0,0.0,40.0,39.0
1,2781.0,61.0,4.0,10.0,2.0,12.0,4.0,4.0,1.0,0.0,0.0,45.0,39.0
1,11266.0,43.0,4.0,9.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
1,4761.0,32.0,1.0,13.0,2.0,10.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
1,24679.0,31.0,4.0,15.0,2.0,10.0,4.0,4.0,1.0,0.0,0.0,25.0,39.0
0,30085.0,25.0,4.0,9.0,4.0,12.0,3.0,4.0,0.0,0.0,0.0,30.0,39.0
1,19804.0,47.0,5.0,9.0,2.0,4.0,4.0,4.0,1.0,0.0,0.0,80.0,39.0
0,11697.0,55.0,4.0,7.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,40.0,39.0
0,9912.0,31.0,4.0,10.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,40.0,39.0
0,9568.0,73.0,7.0,4.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,40.0,39.0
1,2744.0,43.0,4.0,10.0,2.0,12.0,4.0,4.0,1.0,7688.0,0.0,40.0,39.0
0,25427.0,54.0,2.0,14.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,40.0,39.0
0,21623.0,50.0,4.0,9.0,2.0,7.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,4884.0,26.0,0.0,10.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,40.0,39.0
0,27266.0,46.0,4.0,10.0,2.0,14.0,4.0,4.0,1.0,0.0,0.0,48.0,39.0
0,23246.0,62.0,4.0,9.0,2.0,4.0,4.0,4.0,1.0,0.0,0.0,12.0,39.0
0,23514.0,33.0,4.0,9.0,4.0,8.0,1.0,2.0,0.0,0.0,0.0,40.0,39.0
0,19808.0,32.0,4.0,9.0,4.0,7.0,1.0,2.0,0.0,0.0,0.0,40.0,39.0
1,24285.0,41.0,4.0,10.0,2.0,4.0,4.0,4.0,1.0,99999.0,0.0,50.0,39.0
0,1537.0,43.0,4.0,9.0,2.0,7.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,7749.0,56.0,2.0,13.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,40.0,39.0
0,21962.0,34.0,4.0,9.0,4.0,3.0,0.0,4.0,1.0,0.0,0.0,48.0,39.0
0,11813.0,23.0,4.0,10.0,2.0,8.0,4.0,4.0,1.0,0.0,0.0,20.0,39.0
0,4925.0,28.0,0.0,13.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,18.0,39.0
1,9392.0,46.0,4.0,14.0,2.0,4.0,4.0,4.0,1.0,0.0,0.0,50.0,39.0
1,32081.0,49.0,2.0,13.0,0.0,10.0,1.0,4.0,0.0,0.0,0.0,40.0,39.0
1,12875.0,37.0,4.0,13.0,2.0,13.0,4.0,4.0,1.0,0.0,1977.0,40.0,39.0
1,13228.0,43.0,4.0,13.0,2.0,4.0,4.0,4.0,1.0,0.0,0.0,50.0,39.0
0,2521.0,54.0,0.0,14.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,40.0,39.0
0,21170.0,26.0,4.0,9.0,4.0,6.0,3.0,2.0,1.0,0.0,0.0,28.0,39.0
1,18739.0,53.0,1.0,10.0,2.0,11.0,4.0,4.0,1.0,0.0,0.0,60.0,39.0
0,30612.0,37.0,4.0,9.0,4.0,3.0,3.0,4.0,1.0,0.0,0.0,40.0,39.0
0,13957.0,77.0,4.0,9.0,2.0,8.0,4.0,4.0,1.0,0.0,0.0,25.0,5.0
0,13327.0,49.0,4.0,9.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,40.0,39.0
0,10755.0,23.0,4.0,10.0,4.0,8.0,3.0,4.0,0.0,0.0,0.0,37.0,39.0
0,4325.0,25.0,4.0,13.0,4.0,3.0,0.0,4.0,1.0,0.0,0.0,40.0,26.0
0,31647.0,43.0,4.0,9.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,58.0,39.0
0,28305.0,38.0,4.0,9.0,0.0,7.0,0.0,4.0,1.0,0.0,0.0,40.0,39.0
0,4253.0,44.0,4.0,9.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,40.0,39.0
0,2645.0,46.0,4.0,10.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,17798.0,26.0,4.0,10.0,4.0,3.0,3.0,0.0,1.0,0.0,0.0,40.0,39.0
0,8763.0,26.0,4.0,10.0,4.0,6.0,0.0,4.0,1.0,0.0,0.0,40.0,39.0
1,27796.0,48.0,6.0,15.0,2.0,10.0,4.0,4.0,1.0,0.0,0.0,35.0,39.0
0,12101.0,27.0,4.0,6.0,2.0,3.0,2.0,4.0,1.0,0.0,0.0,55.0,39.0
1,27285.0,48.0,4.0,9.0,2.0,10.0,4.0,4.0,1.0,7298.0,0.0,40.0,39.0
0,3842.0,55.0,1.0,10.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,40.0,39.0
0,21804.0,25.0,4.0,10.0,2.0,7.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,28544.0,63.0,4.0,9.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,40.0,39.0
0,1270.0,47.0,4.0,13.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,45.0,39.0
0,24417.0,20.0,4.0,10.0,4.0,1.0,3.0,4.0,0.0,0.0,0.0,40.0,39.0
0,20116.0,31.0,4.0,9.0,2.0,12.0,5.0,4.0,0.0,0.0,0.0,18.0,39.0
0,20558.0,24.0,4.0,11.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,45.0,39.0
0,20032.0,34.0,4.0,10.0,2.0,7.0,4.0,2.0,1.0,0.0,0.0,40.0,39.0
0,12886.0,27.0,4.0,9.0,4.0,7.0,1.0,2.0,0.0,0.0,0.0,40.0,39.0
1,9453.0,32.0,4.0,13.0,2.0,4.0,4.0,4.0,1.0,7688.0,0.0,40.0,39.0
0,15112.0,44.0,1.0,9.0,0.0,3.0,1.0,4.0,1.0,0.0,0.0,40.0,39.0
1,19031.0,63.0,4.0,8.0,2.0,12.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,22322.0,47.0,4.0,10.0,2.0,6.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,587.0,18.0,4.0,7.0,4.0,8.0,3.0,4.0,1.0,0.0,0.0,40.0,39.0
0,19400.0,61.0,5.0,10.0,6.0,12.0,0.0,4.0,0.0,0.0,0.0,20.0,39.0
0,10275.0,30.0,4.0,9.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,20.0,39.0
0,25813.0,56.0,0.0,9.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,40.0,39.0
0,1186.0,59.0,1.0,10.0,4.0,4.0,3.0,2.0,0.0,0.0,0.0,40.0,39.0
0,17535.0,64.0,4.0,6.0,2.0,1.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,17887.0,18.0,4.0,6.0,4.0,6.0,3.0,4.0,1.0,0.0,0.0,40.0,39.0
0,21689.0,27.0,4.0,13.0,4.0,13.0,2.0,4.0,1.0,0.0,0.0,50.0,39.0
0,29216.0,28.0,4.0,10.0,4.0,6.0,3.0,4.0,1.0,0.0,0.0,40.0,39.0
0,5344.0,61.0,0.0,10.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,40.0,39.0
0,6636.0,54.0,4.0,9.0,2.0,14.0,4.0,4.0,1.0,0.0,0.0,65.0,39.0
0,17472.0,29.0,4.0,4.0,2.0,8.0,5.0,4.0,0.0,0.0,0.0,40.0,39.0
0,25678.0,22.0,4.0,8.0,2.0,14.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
1,10626.0,30.0,4.0,11.0,2.0,7.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,30756.0,27.0,4.0,9.0,5.0,6.0,1.0,4.0,1.0,0.0,0.0,40.0,39.0
0,21093.0,36.0,2.0,13.0,0.0,10.0,1.0,2.0,0.0,0.0,0.0,40.0,39.0
1,27979.0,54.0,6.0,13.0,2.0,4.0,5.0,4.0,0.0,0.0,1977.0,35.0,39.0
0,7070.0,30.0,4.0,1.0,4.0,5.0,0.0,4.0,1.0,0.0,0.0,40.0,26.0
0,27093.0,18.0,4.0,9.0,4.0,6.0,3.0,4.0,1.0,0.0,0.0,25.0,39.0
0,15778.0,27.0,0.0,7.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,35.0,39.0
0,21630.0,61.0,4.0,15.0,2.0,4.0,4.0,4.0,1.0,0.0,0.0,20.0,39.0
0,5001.0,55.0,4.0,13.0,4.0,13.0,2.0,4.0,0.0,0.0,1590.0,38.0,39.0
0,6139.0,30.0,4.0,10.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,16248.0,52.0,4.0,9.0,2.0,1.0,4.0,4.0,1.0,0.0,0.0,48.0,39.0
0,2082.0,40.0,4.0,10.0,5.0,4.0,1.0,4.0,0.0,0.0,0.0,60.0,39.0
1,8809.0,34.0,4.0,16.0,4.0,10.0,0.0,4.0,1.0,0.0,0.0,40.0,36.0
0,26579.0,49.0,7.0,11.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,44.0,39.0
0,21576.0,35.0,4.0,9.0,2.0,4.0,4.0,4.0,1.0,0.0,0.0,45.0,39.0
0,14936.0,21.0,4.0,6.0,5.0,7.0,3.0,4.0,1.0,0.0,0.0,40.0,39.0
0,22263.0,20.0,4.0,8.0,4.0,5.0,3.0,4.0,1.0,0.0,0.0,40.0,39.0
1,10757.0,39.0,4.0,14.0,2.0,10.0,4.0,4.0,1.0,0.0,0.0,50.0,39.0
0,1393.0,19.0,1.0,9.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,40.0,39.0
0,13696.0,82.0,6.0,9.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,40.0,5.0
0,694.0,23.0,7.0,13.0,4.0,13.0,0.0,4.0,0.0,0.0,0.0,20.0,39.0
1,24907.0,28.0,4.0,13.0,2.0,10.0,5.0,4.0,0.0,0.0,0.0,40.0,39.0
0,4650.0,31.0,4.0,9.0,4.0,12.0,3.0,1.0,0.0,0.0,0.0,40.0,39.0
0,16681.0,34.0,6.0,6.0,2.0,5.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
1,10496.0,49.0,4.0,9.0,2.0,4.0,4.0,4.0,1.0,7688.0,0.0,55.0,39.0
0,4933.0,31.0,7.0,12.0,5.0,8.0,1.0,2.0,0.0,0.0,0.0,40.0,39.0
0,11439.0,23.0,4.0,3.0,4.0,6.0,1.0,4.0,1.0,0.0,0.0,30.0,39.0
0,8259.0,23.0,4.0,9.0,4.0,3.0,0.0,4.0,1.0,0.0,0.0,40.0,39.0
1,405.0,41.0,4.0,14.0,2.0,4.0,4.0,4.0,1.0,0.0,1977.0,65.0,39.0
1,28651.0,45.0,6.0,15.0,2.0,10.0,4.0,1.0,1.0,0.0,0.0,50.0,19.0
0,15965.0,39.0,4.0,14.0,0.0,10.0,3.0,4.0,0.0,1506.0,0.0,40.0,39.0
0,23294.0,63.0,4.0,9.0,4.0,4.0,0.0,4.0,1.0,0.0,0.0,40.0,39.0
0,1197.0,59.0,4.0,14.0,2.0,10.0,4.0,4.0,1.0,0.0,0.0,55.0,39.0
0,14169.0,66.0,2.0,16.0,0.0,10.0,0.0,4.0,0.0,3273.0,0.0,40.0,39.0
0,13508.0,51.0,7.0,10.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,40.0,39.0
0,16097.0,45.0,4.0,10.0,0.0,10.0,1.0,4.0,0.0,0.0,0.0,32.0,39.0
0,5563.0,30.0,4.0,9.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,30.0,39.0
0,31427.0,31.0,4.0,13.0,4.0,8.0,0.0,4.0,0.0,0.0,0.0,25.0,39.0
0,7484.0,31.0,4.0,9.0,2.0,1.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,1344.0,26.0,4.0,9.0,4.0,12.0,0.0,3.0,1.0,0.0,0.0,40.0,39.0
1,14523.0,44.0,4.0,13.0,2.0,12.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,21480.0,28.0,4.0,9.0,4.0,3.0,1.0,4.0,1.0,2354.0,0.0,40.0,39.0
1,24037.0,39.0,2.0,10.0,2.0,11.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,3948.0,40.0,4.0,9.0,2.0,4.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,31145.0,28.0,4.0,9.0,2.0,4.0,4.0,4.0,1.0,0.0,0.0,70.0,39.0
0,26210.0,39.0,4.0,9.0,4.0,5.0,3.0,4.0,1.0,0.0,0.0,12.0,39.0
0,3361.0,21.0,4.0,7.0,4.0,9.0,2.0,4.0,0.0,0.0,0.0,40.0,26.0
0,5562.0,38.0,2.0,10.0,2.0,11.0,4.0,4.0,1.0,0.0,0.0,72.0,39.0
0,17996.0,30.0,4.0,13.0,4.0,12.0,3.0,4.0,1.0,0.0,0.0,18.0,39.0
1,28346.0,45.0,5.0,9.0,2.0,12.0,4.0,4.0,1.0,0.0,0.0,50.0,39.0
0,9876.0,27.0,4.0,10.0,0.0,8.0,0.0,4.0,1.0,0.0,0.0,40.0,39.0
0,20698.0,33.0,4.0,13.0,4.0,8.0,0.0,1.0,0.0,0.0,0.0,35.0,37.0
0,16456.0,46.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,15.0,39.0
0,670.0,48.0,1.0,10.0,0.0,4.0,0.0,4.0,1.0,0.0,0.0,40.0,39.0
0,5768.0,49.0,1.0,10.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,40.0,39.0
0,5816.0,34.0,4.0,9.0,2.0,12.0,4.0,4.0,1.0,0.0,0.0,45.0,39.0
0,714.0,36.0,2.0,13.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,35.0,16.0
1,25699.0,26.0,4.0,10.0,2.0,14.0,4.0,4.0,1.0,7298.0,0.0,55.0,39.0
0,13035.0,60.0,4.0,8.0,2.0,1.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,6757.0,44.0,2.0,13.0,0.0,10.0,3.0,4.0,0.0,0.0,0.0,60.0,39.0
1,25336.0,54.0,1.0,9.0,2.0,1.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
1,5796.0,47.0,1.0,13.0,2.0,1.0,4.0,4.0,1.0,0.0,0.0,45.0,11.0
0,6893.0,22.0,4.0,8.0,4.0,8.0,0.0,4.0,1.0,0.0,0.0,35.0,39.0
1,26470.0,40.0,4.0,15.0,2.0,10.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,21035.0,25.0,4.0,9.0,2.0,7.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,11029.0,32.0,4.0,10.0,2.0,13.0,4.0,4.0,1.0,0.0,0.0,45.0,39.0
0,20741.0,37.0,4.0,9.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,40.0,39.0
0,30137.0,26.0,4.0,9.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,40.0,39.0
0,3112.0,24.0,4.0,9.0,4.0,1.0,3.0,4.0,1.0,0.0,0.0,40.0,39.0
0,2266.0,23.0,4.0,8.0,4.0,7.0,3.0,4.0,1.0,0.0,0.0,21.0,26.0
1,8213.0,37.0,4.0,14.0,2.0,4.0,4.0,4.0,1.0,15024.0,0.0,45.0,39.0
0,6445.0,19.0,4.0,9.0,4.0,7.0,3.0,2.0,0.0,0.0,0.0,40.0,39.0
0,17221.0,27.0,5.0,13.0,4.0,4.0,3.0,4.0,0.0,0.0,0.0,40.0,39.0
1,18350.0,44.0,2.0,14.0,2.0,10.0,4.0,4.0,1.0,0.0,0.0,35.0,39.0
0,23208.0,24.0,4.0,9.0,4.0,1.0,0.0,4.0,1.0,0.0,0.0,50.0,39.0
0,16934.0,42.0,6.0,12.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,35.0,39.0
0,17619.0,32.0,4.0,4.0,0.0,8.0,1.0,4.0,0.0,0.0,0.0,40.0,39.0
0,30350.0,18.0,4.0,3.0,4.0,6.0,3.0,4.0,1.0,0.0,0.0,40.0,39.0
0,27919.0,41.0,4.0,9.0,2.0,1.0,3.0,4.0,1.0,0.0,0.0,40.0,39.0
0,32263.0,27.0,4.0,9.0,4.0,3.0,2.0,3.0,1.0,0.0,0.0,40.0,27.0
1,20255.0,49.0,4.0,13.0,2.0,4.0,4.0,4.0,1.0,0.0,0.0,50.0,39.0
0,23291.0,43.0,6.0,9.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,30.0,39.0
0,8837.0,35.0,7.0,13.0,4.0,10.0,0.0,4.0,0.0,0.0,0.0,40.0,39.0
0,17345.0,65.0,4.0,11.0,2.0,1.0,5.0,4.0,0.0,0.0,0.0,40.0,39.0
0,18384.0,40.0,0.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,5.0
0,23608.0,23.0,4.0,9.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0,40.0,39.0
1,9173.0,34.0,4.0,10.0,2.0,6.0,4.0,4.0,1.0,0.0,1887.0,40.0,39.0
0,28982.0,48.0,4.0,9.0,2.0,7.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
1,2726.0,30.0,1.0,13.0,4.0,10.0,0.0,4.0,1.0,0.0,0.0,40.0,39.0
0,31318.0,22.0,4.0,10.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,30.0,39.0
0,1026.0,30.0,4.0,13.0,4.0,10.0,0.0,2.0,1.0,0.0,0.0,45.0,0.0
0,31691.0,26.0,4.0,12.0,4.0,8.0,0.0,4.0,1.0,0.0,0.0,40.0,39.0
0,28421.0,38.0,4.0,13.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,38.0,39.0
0,21438.0,30.0,4.0,9.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,40.0,39.0
0,17793.0,31.0,4.0,9.0,2.0,6.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
1,10708.0,45.0,1.0,10.0,6.0,13.0,0.0,4.0,0.0,0.0,0.0,45.0,39.0
1,13985.0,44.0,4.0,9.0,2.0,1.0,5.0,4.0,0.0,0.0,0.0,40.0,39.0
0,16020.0,69.0,4.0,4.0,0.0,7.0,1.0,2.0,0.0,2964.0,0.0,40.0,39.0
1,17463.0,31.0,4.0,9.0,2.0,14.0,4.0,4.0,1.0,0.0,0.0,60.0,39.0
0,16537.0,42.0,4.0,9.0,0.0,8.0,1.0,4.0,0.0,0.0,0.0,40.0,39.0
0,15216.0,25.0,6.0,9.0,4.0,8.0,0.0,4.0,1.0,0.0,0.0,8.0,39.0
